Ensembl Gene ID (Human)	Ensembl Gene ID (Mouse)	Human Gene Symbol	PS score (P-value)	PS score (Z-score)	PG classification	Semantic similarity
ENSG00000118520	ENSMUSG00000019987	ARG1	0.495577416	0.011086	LPG	0.77391
ENSG00000125084	ENSMUSG00000022997	WNT1	0.496869931	0.007846	LPG	1.100745
ENSG00000129250	ENSMUSG00000020821	KIF1C	0.498451709	0.003881	LPG	0.529982
ENSG00000134575	ENSMUSG00000002103	ACP2	0.499036954	0.002414	LPG	1.087909
ENSG00000110092	ENSMUSG00000070348	CCND1	0.499670075	0.000827	LPG	0.890857
ENSG00000127948	ENSMUSG00000005514	POR	0.501082329	-0.002713	LPG	1.093089
ENSG00000135929	ENSMUSG00000026170	CYP27A1	0.501249086	-0.003131	LPG	1.094651
ENSG00000169884	ENSMUSG00000022996	WNT10B	0.501430205	-0.003585	LPG	0.534333
ENSG00000116688	ENSMUSG00000029020	MFN2	0.501675952	-0.004201	LPG	0.637373
ENSG00000014919	ENSMUSG00000040018	COX15	0.503149218	-0.007894	LPG	0.508194
ENSG00000125850	ENSMUSG00000037279	OVOL2	0.503157196	-0.007914	LPG	1.096291
ENSG00000144028	ENSMUSG00000003660	SNRNP200	0.503558119	-0.008919	LPG	0.662647
ENSG00000164362	ENSMUSG00000021611	TERT	0.50361716	-0.009067	LPG	1.091676
ENSG00000142208	ENSMUSG00000001729	AKT1	0.503724072	-0.009335	LPG	1.091616
ENSG00000155846	ENSMUSG00000033871	PPARGC1B	0.505953594	-0.014924	LPG	1.082175
ENSG00000163297	ENSMUSG00000029338	ANTXR2	0.507052533	-0.017679	LPG	0.767182
ENSG00000126934	ENSMUSG00000035027	MAP2K2	0.508590558	-0.021535	LPG	0.517672
ENSG00000113368	ENSMUSG00000024590	LMNB1	0.509204377	-0.023074	LPG	1.090042
ENSG00000085999	ENSMUSG00000028702	RAD54L	0.512836943	-0.032183	LPG	0.531154
ENSG00000034693	ENSMUSG00000019809	PEX3	0.513440216	-0.033696	LPG	0.88745
ENSG00000115392	ENSMUSG00000004018	FANCL	0.514991513	-0.037587	LPG	1.086688
ENSG00000076944	ENSMUSG00000004626	STXBP2	0.515190443	-0.038086	LPG	0.525528
ENSG00000012061	ENSMUSG00000003549	ERCC1	0.515504577	-0.038874	LPG	1.085043
ENSG00000164741	ENSMUSG00000031523	DLC1	0.519015559	-0.047683	LPG	0.876027
ENSG00000112319	ENSMUSG00000010461	EYA4	0.520359551	-0.051056	LPG	0.874974
ENSG00000213316	ENSMUSG00000020377	LTC4S	0.521340405	-0.053518	LPG	0.652463
ENSG00000141524	ENSMUSG00000025572	TMC6	0.522896676	-0.057425	LPG	0.523887
ENSG00000130714	ENSMUSG00000039254	POMT1	0.523917802	-0.059989	LPG	0.625666
ENSG00000158169	ENSMUSG00000021461	FANCC	0.524637356	-0.061796	LPG	1.079943
ENSG00000179218	ENSMUSG00000003814	CALR	0.524760791	-0.062106	LPG	0.880506
ENSG00000134200	ENSMUSG00000027857	TSHB	0.526899014	-0.067477	LPG	0.513261
ENSG00000005381	ENSMUSG00000009350	MPO	0.52724012	-0.068334	LPG	0.755336
ENSG00000172817	ENSMUSG00000039519	CYP7B1	0.528335743	-0.071087	LPG	0.74113
ENSG00000109103	ENSMUSG00000002058	UNC119	0.532557758	-0.081701	LPG	0.644096
ENSG00000108055	ENSMUSG00000024974	SMC3	0.533928135	-0.085148	LPG	0.746803
ENSG00000011465	ENSMUSG00000019929	DCN	0.534430149	-0.086411	LPG	0.86394
ENSG00000087274	ENSMUSG00000029106	ADD1	0.535780502	-0.089809	LPG	0.748503
ENSG00000142405	ENSMUSG00000078817	NLRP12	0.536244567	-0.090977	LPG	0.75004
ENSG00000117983	ENSMUSG00000066108	MUC5B	0.539856418	-0.100072	LPG	0.870254
ENSG00000093010	ENSMUSG00000000326	COMT	0.541010975	-0.102981	LPG	1.069426
ENSG00000094631	ENSMUSG00000031161	HDAC6	0.549670932	-0.12483	LPG	0.738203
ENSG00000122863	ENSMUSG00000057337	CHST3	0.552076353	-0.130909	LPG	0.72911
ENSG00000107201	ENSMUSG00000040296	DDX58	0.553886579	-0.135487	LPG	0.848623
ENSG00000178971	ENSMUSG00000020898	CTC1	0.555899916	-0.140582	LPG	0.853638
ENSG00000136156	ENSMUSG00000022108	ITM2B	0.558570932	-0.147347	LPG	0.61847
ENSG00000169946	ENSMUSG00000022306	ZFPM2	0.558698396	-0.14767	LPG	1.060236
ENSG00000100365	ENSMUSG00000071715	NCF4	0.559443327	-0.149558	LPG	0.497361
ENSG00000168282	ENSMUSG00000043998	MGAT2	0.559875275	-0.150653	LPG	1.060172
ENSG00000081189	ENSMUSG00000005583	MEF2C	0.560495656	-0.152226	LPG	0.857019
ENSG00000159339	ENSMUSG00000025330	PADI4	0.560558356	-0.152385	LPG	0.623113
ENSG00000076003	ENSMUSG00000026355	MCM6	0.561553471	-0.154909	LPG	0.49582
ENSG00000147416	ENSMUSG00000006273	ATP6V1B2	0.561869981	-0.155712	LPG	0.616619
ENSG00000113231	ENSMUSG00000021684	PDE8B	0.561992554	-0.156023	LPG	0.492512
ENSG00000133454	ENSMUSG00000072720	MYO18B	0.562154136	-0.156433	LPG	0.621265
ENSG00000103335	ENSMUSG00000014444	PIEZO1	0.56393991	-0.160966	LPG	0.730371
ENSG00000106633	ENSMUSG00000041798	GCK	0.566315762	-0.167002	LPG	1.056535
ENSG00000106366	ENSMUSG00000037411	SERPINE1	0.566398772	-0.167213	LPG	1.031806
ENSG00000152620	ENSMUSG00000022253	NADK2	0.566595859	-0.167714	LPG	0.613962
ENSG00000072210	ENSMUSG00000010025	ALDH3A2	0.566860583	-0.168387	LPG	0.855096
ENSG00000134259	ENSMUSG00000027859	NGF	0.567625084	-0.170331	LPG	1.050393
ENSG00000106211	ENSMUSG00000004951	HSPB1	0.56812832	-0.171611	LPG	0.728064
ENSG00000100749	ENSMUSG00000021115	VRK1	0.568769394	-0.173242	LPG	0.727711
ENSG00000148180	ENSMUSG00000026879	GSN	0.569378463	-0.174792	LPG	0.853558
ENSG00000112414	ENSMUSG00000039116	ADGRG6	0.570265835	-0.177051	LPG	1.054456
ENSG00000111877	ENSMUSG00000058298	MCM9	0.570372657	-0.177323	LPG	1.028463
ENSG00000100360	ENSMUSG00000016637	IFT27	0.570391508	-0.177371	LPG	1.048404
ENSG00000070061	ENSMUSG00000028431	IKBKAP	0.571664717	-0.180614	LPG	1.053506
ENSG00000136158	ENSMUSG00000022114	SPRY2	0.571910008	-0.181239	LPG	0.848336
ENSG00000148702	ENSMUSG00000025075	HABP2	0.572641791	-0.183104	LPG	0.488517
ENSG00000205981	ENSMUSG00000027679	DNAJC19	0.573267043	-0.184698	LPG	0.481504
ENSG00000101310	ENSMUSG00000027429	SEC23B	0.573556463	-0.185436	LPG	1.050788
ENSG00000095015	ENSMUSG00000021754	MAP3K1	0.576703768	-0.193468	LPG	1.043855
ENSG00000187796	ENSMUSG00000026928	CARD9	0.579073955	-0.199525	LPG	0.723912
ENSG00000197467	ENSMUSG00000058806	COL13A1	0.57911189	-0.199622	LPG	0.846541
ENSG00000080503	ENSMUSG00000024921	SMARCA2	0.579114236	-0.199628	LPG	0.466824
ENSG00000186472	ENSMUSG00000061601	PCLO	0.579493539	-0.200598	LPG	0.596161
ENSG00000140443	ENSMUSG00000005533	IGF1R	0.57991225	-0.201669	LPG	1.048766
ENSG00000253729	ENSMUSG00000022672	PRKDC	0.580161636	-0.202307	LPG	1.048619
ENSG00000138185	ENSMUSG00000048120	ENTPD1	0.581265502	-0.205132	LPG	1.04586
ENSG00000157542	ENSMUSG00000043301	KCNJ6	0.58186933	-0.206678	LPG	1.047608
ENSG00000187608	ENSMUSG00000035692	ISG15	0.582297283	-0.207774	LPG	0.4806
ENSG00000125845	ENSMUSG00000027358	BMP2	0.582509661	-0.208318	LPG	0.839778
ENSG00000108691	ENSMUSG00000035385	CCL2	0.585339308	-0.215572	LPG	1.037609
ENSG00000124275	ENSMUSG00000034617	MTRR	0.587465074	-0.221029	LPG	0.47345
ENSG00000163453	ENSMUSG00000036256	IGFBP7	0.589032534	-0.225057	LPG	0.707825
ENSG00000100503	ENSMUSG00000021068	NIN	0.590636657	-0.229183	LPG	0.475369
ENSG00000101161	ENSMUSG00000002455	PRPF6	0.591507677	-0.231425	LPG	0.59965
ENSG00000138193	ENSMUSG00000024998	PLCE1	0.595755585	-0.242376	LPG	0.831827
ENSG00000164588	ENSMUSG00000021730	HCN1	0.595776892	-0.242431	LPG	0.815247
ENSG00000070831	ENSMUSG00000006699	CDC42	0.595925255	-0.242814	LPG	0.597339
ENSG00000179456	ENSMUSG00000063659	ZBTB18	0.59664828	-0.244681	LPG	0.836579
ENSG00000138738	ENSMUSG00000029913	PRDM5	0.59823916	-0.248792	LPG	0.599458
ENSG00000168356	ENSMUSG00000034115	SCN11A	0.603158091	-0.26153	LPG	0.707678
ENSG00000095209	ENSMUSG00000028420	TMEM38B	0.604254513	-0.264375	LPG	0.808398
ENSG00000196365	ENSMUSG00000041168	LONP1	0.605540264	-0.267714	LPG	0.582077
ENSG00000115525	ENSMUSG00000056091	ST3GAL5	0.605739628	-0.268232	LPG	0.591713
ENSG00000116337	ENSMUSG00000027889	AMPD2	0.607249733	-0.272158	LPG	0.590843
ENSG00000177409	ENSMUSG00000047735	SAMD9L	0.60731547	-0.272329	LPG	0.830129
ENSG00000135956	ENSMUSG00000034850	TMEM127	0.60758031	-0.273018	LPG	0.829963
ENSG00000161011	ENSMUSG00000015837	SQSTM1	0.60926159	-0.277395	LPG	1.031265
ENSG00000012660	ENSMUSG00000032349	ELOVL5	0.61139395	-0.282954	LPG	0.463034
ENSG00000137868	ENSMUSG00000032327	STRA6	0.61457185	-0.291255	LPG	1.028888
ENSG00000086062	ENSMUSG00000028413	B4GALT1	0.616663293	-0.296729	LPG	1.014674
ENSG00000079841	ENSMUSG00000041670	RIMS1	0.617109874	-0.297899	LPG	0.797936
ENSG00000159197	ENSMUSG00000039672	KCNE2	0.623748241	-0.31534	LPG	0.812125
ENSG00000145494	ENSMUSG00000021606	NDUFS6	0.624056431	-0.316152	LPG	0.817712
ENSG00000175564	ENSMUSG00000032942	UCP3	0.626679643	-0.323072	LPG	0.678345
ENSG00000004487	ENSMUSG00000036940	KDM1A	0.628830694	-0.328758	LPG	0.815133
ENSG00000119969	ENSMUSG00000025001	HELLS	0.629403909	-0.330275	LPG	1.005194
ENSG00000179855	ENSMUSG00000034872	GIPC3	0.629628281	-0.330869	LPG	0.445161
ENSG00000132326	ENSMUSG00000055866	PER2	0.630832104	-0.334058	LPG	0.976624
ENSG00000172572	ENSMUSG00000041741	PDE3A	0.631747419	-0.336485	LPG	0.449372
ENSG00000023287	ENSMUSG00000025907	RB1CC1	0.632190666	-0.337661	LPG	0.785526
ENSG00000074319	ENSMUSG00000014402	TSG101	0.632190666	-0.337661	LPG	0.785526
ENSG00000170836	ENSMUSG00000020525	PPM1D	0.632190666	-0.337661	LPG	0.785526
ENSG00000113448	ENSMUSG00000021699	PDE4D	0.632863868	-0.339448	LPG	0.687208
ENSG00000077942	ENSMUSG00000006369	FBLN1	0.635919181	-0.347572	LPG	1.000307
ENSG00000163956	ENSMUSG00000029103	LRPAP1	0.638004508	-0.35313	LPG	0.56352
ENSG00000258366	ENSMUSG00000038685	RTEL1	0.638269104	-0.353836	LPG	1.008657
ENSG00000188517	ENSMUSG00000058897	COL25A1	0.639103307	-0.356063	LPG	0.668423
ENSG00000134371	ENSMUSG00000026361	CDC73	0.641264201	-0.36184	LPG	0.444283
ENSG00000109861	ENSMUSG00000030560	CTSC	0.64284731	-0.36608	LPG	0.685701
ENSG00000038002	ENSMUSG00000031521	AGA	0.643502238	-0.367836	LPG	1.011849
ENSG00000070614	ENSMUSG00000054008	NDST1	0.648197266	-0.380458	LPG	0.991013
ENSG00000168646	ENSMUSG00000000142	AXIN2	0.648319347	-0.380787	LPG	0.794452
ENSG00000204644	ENSMUSG00000036036	ZFP57	0.650648177	-0.387071	LPG	0.42898
ENSG00000114209	ENSMUSG00000027835	PDCD10	0.651484346	-0.389331	LPG	0.658417
ENSG00000198799	ENSMUSG00000032913	LRIG2	0.65320948	-0.394	LPG	0.562133
ENSG00000108518	ENSMUSG00000018293	PFN1	0.65736231	-0.405275	LPG	0.670045
ENSG00000018510	ENSMUSG00000042410	AGPS	0.657665804	-0.406101	LPG	0.653373
ENSG00000161533	ENSMUSG00000020777	ACOX1	0.658072387	-0.407208	LPG	0.79908
ENSG00000136492	ENSMUSG00000034329	BRIP1	0.65813334	-0.407374	LPG	0.995262
ENSG00000122861	ENSMUSG00000021822	PLAU	0.658308833	-0.407852	LPG	0.995143
ENSG00000046604	ENSMUSG00000044393	DSG2	0.658793279	-0.409172	LPG	0.430822
ENSG00000140287	ENSMUSG00000027360	HDC	0.659161944	-0.410177	LPG	0.982615
ENSG00000178814	ENSMUSG00000022562	OPLAH	0.659226491	-0.410353	LPG	0.43052
ENSG00000100596	ENSMUSG00000021036	SPTLC2	0.659328436	-0.410631	LPG	0.561245
ENSG00000100241	ENSMUSG00000036529	SBF1	0.659667556	-0.411556	LPG	0.561027
ENSG00000085224	ENSMUSG00000031229	ATRX	0.663329086	-0.421566	LPG	0.549793
ENSG00000156471	ENSMUSG00000021518	PTDSS1	0.664109516	-0.423705	LPG	0.418476
ENSG00000166948	ENSMUSG00000027403	TGM6	0.664218187	-0.424003	LPG	0.558088
ENSG00000140939	ENSMUSG00000014776	NOL3	0.664375335	-0.424434	LPG	0.647859
ENSG00000085382	ENSMUSG00000038822	HACE1	0.66567262	-0.427995	LPG	0.557145
ENSG00000157765	ENSMUSG00000029188	SLC34A2	0.673154313	-0.44864	LPG	0.75089
ENSG00000151348	ENSMUSG00000027198	EXT2	0.674143594	-0.451384	LPG	0.667429
ENSG00000169032	ENSMUSG00000004936	MAP2K1	0.67665201	-0.458357	LPG	0.664119
ENSG00000107779	ENSMUSG00000021796	BMPR1A	0.680514501	-0.469138	LPG	0.661598
ENSG00000162736	ENSMUSG00000003458	NCSTN	0.682826013	-0.475616	LPG	0.742471
ENSG00000126012	ENSMUSG00000025332	KDM5C	0.682951768	-0.475969	LPG	0.538377
ENSG00000038945	ENSMUSG00000025044	MSR1	0.68521281	-0.482326	LPG	0.401555
ENSG00000129038	ENSMUSG00000032334	LOXL1	0.685251163	-0.482434	LPG	0.649844
ENSG00000107371	ENSMUSG00000028322	EXOSC3	0.68571338	-0.483736	LPG	0.544011
ENSG00000101871	ENSMUSG00000035299	MID1	0.688386495	-0.491282	LPG	0.78206
ENSG00000148655	ENSMUSG00000063458	LRMDA	0.688643863	-0.49201	LPG	0.522293
ENSG00000001084	ENSMUSG00000032350	GCLC	0.692687635	-0.503483	LPG	0.624084
ENSG00000138035	ENSMUSG00000020464	PNPT1	0.694557646	-0.508811	LPG	0.532165
ENSG00000116641	ENSMUSG00000028556	DOCK7	0.695235187	-0.510745	LPG	0.651867
ENSG00000130638	ENSMUSG00000016541	ATXN10	0.695851539	-0.512506	LPG	0.408839
ENSG00000115414	ENSMUSG00000026193	FN1	0.69643308	-0.514169	LPG	0.953227
ENSG00000111846	ENSMUSG00000021360	GCNT2	0.697199549	-0.516363	LPG	0.515063
ENSG00000101400	ENSMUSG00000027488	SNTA1	0.698400601	-0.519806	LPG	0.390764
ENSG00000168263	ENSMUSG00000047298	KCNV2	0.699766131	-0.523728	LPG	0.401585
ENSG00000113522	ENSMUSG00000020380	RAD50	0.701203481	-0.527865	LPG	0.949357
ENSG00000038427	ENSMUSG00000021614	VCAN	0.701754033	-0.529452	LPG	0.768365
ENSG00000105568	ENSMUSG00000007564	PPP2R1A	0.701877471	-0.529808	LPG	0.533813
ENSG00000065534	ENSMUSG00000022836	MYLK	0.703098456	-0.533333	LPG	0.38687
ENSG00000111802	ENSMUSG00000035958	TDP2	0.707031761	-0.544734	LPG	0.611676
ENSG00000171766	ENSMUSG00000027199	GATM	0.708512716	-0.549045	LPG	0.943372
ENSG00000204264	ENSMUSG00000024338	PSMB8	0.709694685	-0.552493	LPG	0.390688
ENSG00000148204	ENSMUSG00000035403	CRB2	0.70976934	-0.552711	LPG	0.958902
ENSG00000221829	ENSMUSG00000028453	FANCG	0.711948144	-0.559085	LPG	0.640562
ENSG00000081087	ENSMUSG00000038280	OSTM1	0.712044361	-0.559367	LPG	0.902105
ENSG00000178235	ENSMUSG00000075478	SLITRK1	0.712436576	-0.560517	LPG	0.760903
ENSG00000151413	ENSMUSG00000035142	NUBPL	0.712634293	-0.561097	LPG	0.388832
ENSG00000075624	ENSMUSG00000029580	ACTB	0.714140958	-0.565523	LPG	0.766685
ENSG00000116748	ENSMUSG00000070385	AMPD1	0.714585836	-0.566832	LPG	0.500081
ENSG00000130226	ENSMUSG00000061576	DPP6	0.718267336	-0.577702	LPG	0.3937
ENSG00000167323	ENSMUSG00000030987	STIM1	0.720301702	-0.583738	LPG	0.96381
ENSG00000106692	ENSMUSG00000028414	FKTN	0.720419446	-0.584088	LPG	0.762886
ENSG00000074317	ENSMUSG00000034891	SNCB	0.723546266	-0.593409	LPG	0.369574
ENSG00000077721	ENSMUSG00000016308	UBE2A	0.724083946	-0.595017	LPG	0.513396
ENSG00000138095	ENSMUSG00000024120	LRPPRC	0.72444846	-0.596108	LPG	0.390307
ENSG00000115839	ENSMUSG00000036104	RAB3GAP1	0.727402528	-0.604976	LPG	0.388341
ENSG00000161217	ENSMUSG00000005615	PCYT1A	0.729881619	-0.612455	LPG	0.386683
ENSG00000168214	ENSMUSG00000039191	RBPJ	0.730207608	-0.613441	LPG	0.731628
ENSG00000107290	ENSMUSG00000043535	SETX	0.732052361	-0.619032	LPG	0.631031
ENSG00000158615	ENSMUSG00000046062	PPP1R15B	0.733836249	-0.624457	LPG	0.629919
ENSG00000105993	ENSMUSG00000029131	DNAJB6	0.736660278	-0.633083	LPG	0.508721
ENSG00000091106	ENSMUSG00000039193	NLRC4	0.739901576	-0.643042	LPG	0.50637
ENSG00000070610	ENSMUSG00000028467	GBA2	0.740796851	-0.645804	LPG	0.625292
ENSG00000168216	ENSMUSG00000073725	LMBRD1	0.743102842	-0.652941	LPG	0.377709
ENSG00000128656	ENSMUSG00000056486	CHN1	0.745107016	-0.659171	LPG	0.869095
ENSG00000140718	ENSMUSG00000055932	FTO	0.745765664	-0.661224	LPG	0.942557
ENSG00000207695	ENSMUSG00000065596	MIR184	0.746562031	-0.66371	LPG	0.491733
ENSG00000102125	ENSMUSG00000009995	TAZ	0.748449651	-0.669619	LPG	0.502866
ENSG00000183287	ENSMUSG00000046318	CCBE1	0.748706549	-0.670425	LPG	0.745219
ENSG00000134333	ENSMUSG00000063229	LDHA	0.748890054	-0.671001	LPG	0.929307
ENSG00000101596	ENSMUSG00000024054	SMCHD1	0.750548877	-0.676218	LPG	0.498536
ENSG00000204655	ENSMUSG00000076439	MOG	0.751243481	-0.678408	LPG	0.466958
ENSG00000157017	ENSMUSG00000064177	GHRL	0.752232221	-0.681531	LPG	0.570532
ENSG00000123342	ENSMUSG00000025355	MMP19	0.752985263	-0.683914	LPG	0.569815
ENSG00000135446	ENSMUSG00000006728	CDK4	0.759187698	-0.703692	LPG	0.85437
ENSG00000108797	ENSMUSG00000017167	CNTNAP1	0.761923632	-0.712504	LPG	0.897179
ENSG00000128928	ENSMUSG00000027332	IVD	0.764237194	-0.719999	LPG	0.360356
ENSG00000116133	ENSMUSG00000034926	DHCR24	0.765424769	-0.723862	LPG	0.609968
ENSG00000143252	ENSMUSG00000058076	SDHC	0.765984663	-0.725687	LPG	0.361583
ENSG00000141646	ENSMUSG00000024515	SMAD4	0.766171641	-0.726297	LPG	0.932091
ENSG00000101346	ENSMUSG00000046020	POFUT1	0.767398114	-0.730305	LPG	0.845568
ENSG00000143473	ENSMUSG00000058248	KCNH1	0.769099961	-0.735886	LPG	0.351119
ENSG00000102468	ENSMUSG00000034997	HTR2A	0.769955711	-0.738701	LPG	0.472158
ENSG00000073578	ENSMUSG00000021577	SDHA	0.771078096	-0.742402	LPG	0.349713
ENSG00000197561	ENSMUSG00000020125	ELANE	0.771610763	-0.744162	LPG	0.597277
ENSG00000102580	ENSMUSG00000022136	DNAJC3	0.77253401	-0.747218	LPG	0.580521
ENSG00000072571	ENSMUSG00000020330	HMMR	0.773010517	-0.748798	LPG	0.5503
ENSG00000091136	ENSMUSG00000002900	LAMB1	0.774755488	-0.7546	LPG	0.352248
ENSG00000083093	ENSMUSG00000044702	PALB2	0.775475368	-0.757001	LPG	0.713706
ENSG00000129810	ENSMUSG00000023940	SGO1	0.775754154	-0.757932	LPG	0.577716
ENSG00000100697	ENSMUSG00000041415	DICER1	0.777915732	-0.765173	LPG	0.882295
ENSG00000101333	ENSMUSG00000039943	PLCB4	0.778661637	-0.767681	LPG	0.720954
ENSG00000118217	ENSMUSG00000026663	ATF6	0.78013286	-0.772642	LPG	0.463299
ENSG00000155816	ENSMUSG00000028354	FMN2	0.780582502	-0.774162	LPG	0.462903
ENSG00000054654	ENSMUSG00000063450	SYNE2	0.780773735	-0.774809	LPG	0.688054
ENSG00000164754	ENSMUSG00000022314	RAD21	0.78241697	-0.780382	LPG	0.349459
ENSG00000130711	ENSMUSG00000079466	PRDM12	0.782465219	-0.780546	LPG	0.315696
ENSG00000115286	ENSMUSG00000020153	NDUFS7	0.786623148	-0.794759	LPG	0.471481
ENSG00000147804	ENSMUSG00000063354	SLC39A4	0.786733093	-0.795137	LPG	0.714884
ENSG00000108379	ENSMUSG00000000125	WNT3	0.788868973	-0.802503	LPG	0.713255
ENSG00000115267	ENSMUSG00000026896	IFIH1	0.789477615	-0.80461	LPG	0.914666
ENSG00000169714	ENSMUSG00000030057	CNBP	0.790143712	-0.80692	LPG	0.712279
ENSG00000107611	ENSMUSG00000026726	CUBN	0.790271887	-0.807365	LPG	0.564774
ENSG00000114861	ENSMUSG00000030067	FOXP1	0.791376884	-0.811208	LPG	0.700685
ENSG00000102452	ENSMUSG00000000197	NALCN	0.792972632	-0.816779	LPG	0.591298
ENSG00000119638	ENSMUSG00000034290	NEK9	0.793546025	-0.818787	LPG	0.337207
ENSG00000128610	ENSMUSG00000029697	FEZF1	0.79383579	-0.819803	LPG	0.561518
ENSG00000116586	ENSMUSG00000028062	LAMTOR2	0.794038994	-0.820516	LPG	0.325841
ENSG00000136143	ENSMUSG00000022110	SUCLA2	0.795377501	-0.825223	LPG	0.465089
ENSG00000107831	ENSMUSG00000025219	FGF8	0.798192942	-0.835184	LPG	0.81088
ENSG00000131504	ENSMUSG00000024456	DIAPH1	0.802778321	-0.851587	LPG	0.884127
ENSG00000113845	ENSMUSG00000002846	TIMMDC1	0.806374383	-0.864613	LPG	0.323344
ENSG00000183763	ENSMUSG00000032586	TRAIP	0.80733212	-0.868107	LPG	0.453228
ENSG00000147140	ENSMUSG00000031311	NONO	0.810620722	-0.880186	LPG	0.450376
ENSG00000165462	ENSMUSG00000007946	PHOX2A	0.811846437	-0.884721	LPG	0.848512
ENSG00000124299	ENSMUSG00000063931	PEPD	0.812641932	-0.887674	LPG	0.890221
ENSG00000131187	ENSMUSG00000021492	F12	0.813020225	-0.889081	LPG	0.308342
ENSG00000091140	ENSMUSG00000020664	DLD	0.81421811	-0.893548	LPG	0.324374
ENSG00000138346	ENSMUSG00000036875	DNA2	0.814776666	-0.895637	LPG	0.571146
ENSG00000118495	ENSMUSG00000019817	PLAGL1	0.81620584	-0.901	LPG	0.609711
ENSG00000141506	ENSMUSG00000020901	PIK3R5	0.817579706	-0.90618	LPG	0.316728
ENSG00000180228	ENSMUSG00000002731	PRKRA	0.818639105	-0.910191	LPG	0.689448
ENSG00000177156	ENSMUSG00000025503	TALDO1	0.818790923	-0.910767	LPG	0.447138
ENSG00000087470	ENSMUSG00000022789	DNM1L	0.820552844	-0.917474	LPG	0.867643
ENSG00000101347	ENSMUSG00000027639	SAMHD1	0.820883947	-0.918739	LPG	0.300773
ENSG00000100888	ENSMUSG00000053754	CHD8	0.821053407	-0.919387	LPG	0.424996
ENSG00000158290	ENSMUSG00000031095	CUL4B	0.822437189	-0.924693	LPG	0.69319
ENSG00000136104	ENSMUSG00000021932	RNASEH2B	0.824846764	-0.933995	LPG	0.421183
ENSG00000009830	ENSMUSG00000034126	POMT2	0.826455586	-0.940251	LPG	0.440951
ENSG00000127241	ENSMUSG00000022887	MASP1	0.828240987	-0.947237	LPG	0.305516
ENSG00000163378	ENSMUSG00000035245	EOGT	0.829803747	-0.95339	LPG	0.291929
ENSG00000119139	ENSMUSG00000024812	TJP2	0.830083936	-0.954497	LPG	0.43283
ENSG00000143369	ENSMUSG00000028108	ECM1	0.831675894	-0.960809	LPG	0.414184
ENSG00000070785	ENSMUSG00000028683	EIF2B3	0.831984993	-0.962039	LPG	0.309191
ENSG00000111664	ENSMUSG00000023439	GNB3	0.834795404	-0.97329	LPG	0.37942
ENSG00000140274	ENSMUSG00000027225	DUOXA2	0.839315855	-0.99165	LPG	0.75913
ENSG00000120942	ENSMUSG00000047719	UBIAD1	0.841522046	-1.000733	LPG	0.371273
ENSG00000137693	ENSMUSG00000053110	YAP1	0.845012859	-1.015276	LPG	0.62312
ENSG00000231925	ENSMUSG00000024308	TAPBP	0.845397833	-1.016893	LPG	0.509918
ENSG00000164509	ENSMUSG00000050377	IL31RA	0.845651755	-1.017961	LPG	0.469345
ENSG00000108946	ENSMUSG00000020612	PRKAR1A	0.845969718	-1.0193	LPG	0.866897
ENSG00000184584	ENSMUSG00000024349	TMEM173	0.847050951	-1.023867	LPG	0.543355
ENSG00000181722	ENSMUSG00000022708	ZBTB20	0.848428564	-1.029717	LPG	0.864579
ENSG00000179348	ENSMUSG00000015053	GATA2	0.854509496	-1.055972	LPG	0.851326
ENSG00000116171	ENSMUSG00000028603	SCP2	0.862853586	-1.09323	LPG	0.632941
ENSG00000173085	ENSMUSG00000029319	COQ2	0.8632327	-1.094959	LPG	0.408487
ENSG00000145675	ENSMUSG00000041417	PIK3R1	0.863885092	-1.097942	LPG	0.849399
ENSG00000112312	ENSMUSG00000006715	GMNN	0.864124036	-1.099037	LPG	0.657515
ENSG00000145623	ENSMUSG00000022146	OSMR	0.867712297	-1.115642	LPG	0.783256
ENSG00000118271	ENSMUSG00000061808	TTR	0.868934587	-1.121369	LPG	0.402945
ENSG00000183735	ENSMUSG00000020115	TBK1	0.869862841	-1.125743	LPG	0.835201
ENSG00000099949	ENSMUSG00000022761	LZTR1	0.870802546	-1.130193	LPG	0.271917
ENSG00000134684	ENSMUSG00000028811	YARS	0.873461812	-1.142909	LPG	0.243561
ENSG00000039068	ENSMUSG00000000303	CDH1	0.876247546	-1.156431	LPG	0.80786
ENSG00000149260	ENSMUSG00000035547	CAPN5	0.877166443	-1.160938	LPG	0.23896
ENSG00000140416	ENSMUSG00000032366	TPM1	0.878142635	-1.165752	LPG	0.204793
ENSG00000119772	ENSMUSG00000020661	DNMT3A	0.880613258	-1.178058	LPG	0.467724
ENSG00000153015	ENSMUSG00000021715	CWC27	0.881697645	-1.183516	LPG	0.317012
ENSG00000110063	ENSMUSG00000032040	DCPS	0.886155248	-1.206332	LPG	0.246394
ENSG00000090530	ENSMUSG00000038168	P3H2	0.89142109	-1.234121	LPG	0.185109
ENSG00000151552	ENSMUSG00000015806	QDPR	0.891758823	-1.235936	LPG	0.248477
ENSG00000018236	ENSMUSG00000055022	CNTN1	0.892940372	-1.242318	LPG	0.808259
ENSG00000175213	ENSMUSG00000075040	ZNF408	0.893084507	-1.2431	LPG	0.364687
ENSG00000138778	ENSMUSG00000045328	CENPE	0.894602612	-1.251383	LPG	0.362731
ENSG00000131828	ENSMUSG00000031299	PDHA1	0.895287118	-1.255146	LPG	0.239081
